dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1884-08-01,13.257,0.41,19.318,0.554,7.251,0.457,16.408,0.151
1884-09-01,11.235,0.392,17.365,0.849,5.365,0.345,15.826,0.148
1884-10-01,8.581,0.307,14.304,0.463,2.587,0.577,14.954,0.13
1884-11-01,5.164,0.383,10.464,0.563,-0.991,0.486,13.827,0.144
1884-12-01,3.028,0.408,8.041,0.671,-2.554,0.661,13.27,0.152
1885-01-01,1.003,0.664,6.421,0.664,-4.621,0.698,12.889,0.215
1885-02-01,2.243,0.578,8.247,0.695,-3.438,0.728,13.327,0.192
1885-03-01,4.622,0.381,10.56,0.6,-2.023,0.603,14.021,0.146
1885-04-01,7.336,0.398,13.483,0.745,1.352,0.428,14.747,0.148
1885-05-01,10.567,0.391,16.704,0.657,4.202,0.739,15.565,0.145
1885-06-01,12.716,0.304,18.762,0.513,6.492,0.343,16.105,0.129
1885-07-01,13.972,0.369,20.205,0.496,7.628,0.554,16.601,0.142
1885-08-01,13.351,0.445,19.889,0.668,7.087,0.607,16.438,0.157
1885-09-01,11.435,0.365,17.317,0.534,5.28,0.451,15.907,0.14
1885-10-01,8.722,0.347,14.707,0.494,2.547,0.426,15.054,0.137
1885-11-01,5.425,0.377,11.488,0.436,-0.476,0.726,14.057,0.143
1885-12-01,3.644,0.481,9.156,0.554,-1.539,0.719,13.542,0.165
1886-01-01,1.436,0.545,7.023,0.587,-3.755,0.552,13.001,0.181
1886-02-01,1.793,0.453,8.015,0.79,-3.884,0.782,13.176,0.16
1886-03-01,4.262,0.346,10.568,0.539,-2.188,0.666,13.888,0.135
1886-04-01,7.909,0.299,14.085,0.592,1.367,0.461,14.841,0.129
1886-05-01,10.784,0.468,17.196,0.8,4.422,0.496,15.837,0.165
1886-06-01,12.789,0.318,19.145,0.665,6.56,0.627,16.197,0.127
1886-07-01,14.226,0.354,20.004,0.72,8.055,0.543,16.622,0.138
1886-08-01,13.323,0.369,19.344,0.71,7.449,0.595,16.458,0.137
1886-09-01,11.6,0.323,17.419,0.604,5.62,0.313,15.831,0.131
1886-10-01,8.604,0.355,14.735,0.608,2.58,0.457,14.979,0.139
1886-11-01,5.226,0.353,11.208,0.483,-0.71,0.543,13.877,0.141
1886-12-01,3.502,0.449,8.616,0.717,-1.862,0.842,13.316,0.161
1887-01-01,0.824,0.568,6.864,0.545,-4.678,1.038,12.62,0.187
1887-02-01,2.054,0.464,8.143,0.554,-4.047,0.536,13.096,0.166
1887-03-01,4.552,0.433,10.828,0.514,-1.901,0.45,13.946,0.16
1887-04-01,7.789,0.333,13.936,0.406,1.524,0.471,14.941,0.141
1887-05-01,10.84,0.396,17.337,0.501,4.569,0.449,15.651,0.153
1887-06-01,12.89,0.327,18.431,0.629,6.514,0.58,16.214,0.136
1887-07-01,14.021,0.343,19.899,0.666,8.199,0.436,16.63,0.137
1887-08-01,13.097,0.358,19.177,0.593,7.391,0.696,16.372,0.138
1887-09-01,11.707,0.378,17.392,0.492,5.701,0.496,15.916,0.147
1887-10-01,8.738,0.263,14.716,0.69,2.531,0.413,14.983,0.126
1887-11-01,5.592,0.382,11.66,0.575,-0.264,0.446,14.037,0.145
1887-12-01,2.875,0.46,8.298,0.901,-2.656,0.656,13.386,0.166
1888-01-01,1.708,0.375,6.686,0.579,-4.299,0.531,13.132,0.148
1888-02-01,2.039,0.456,7.898,0.701,-3.555,0.942,13.32,0.165
1888-03-01,4.3,0.401,10.491,0.504,-2.039,0.569,13.972,0.152
1888-04-01,7.845,0.429,13.884,0.837,1.66,0.738,14.938,0.157
1888-05-01,10.62,0.389,16.329,0.543,4.187,0.598,15.73,0.152
1888-06-01,12.921,0.395,18.897,0.738,6.476,0.482,16.36,0.153
1888-07-01,14.242,0.321,20.063,0.746,7.77,0.403,16.686,0.135
1888-08-01,13.511,0.436,19.36,0.716,7.288,0.476,16.611,0.158
1888-09-01,11.685,0.344,17.808,0.375,5.469,0.561,15.995,0.142
1888-10-01,9.201,0.286,14.783,0.391,2.951,0.493,15.318,0.131
1888-11-01,5.792,0.361,11.384,0.377,0.052,0.42,14.259,0.144
1888-12-01,3.222,0.396,9.327,0.557,-2.511,0.512,13.608,0.154
1889-01-01,1.762,0.458,7.377,0.729,-4.053,0.984,13.417,0.168
1889-02-01,3.409,0.399,8.814,0.612,-2.899,0.526,13.954,0.156
1889-03-01,5.299,0.419,11.628,0.611,-0.808,0.452,14.446,0.165
1889-04-01,8.589,0.332,14.392,0.519,2.502,0.51,15.305,0.146
1889-05-01,11.242,0.372,17.19,0.505,5.032,0.524,15.915,0.153
1889-06-01,13.288,0.275,19.314,0.586,7.196,0.399,16.498,0.132
1889-07-01,14.225,0.327,20.315,0.494,8.311,0.347,16.796,0.144
1889-08-01,13.504,0.383,19.732,0.535,7.615,0.452,16.604,0.153
1889-09-01,11.547,0.339,17.455,0.416,5.635,0.559,15.913,0.146
1889-10-01,8.865,0.282,14.902,0.594,2.608,0.84,15.116,0.139
1889-11-01,4.999,0.44,11.146,0.522,-0.567,0.42,13.996,0.169
1889-12-01,3.099,0.412,9.264,0.438,-2.395,0.596,13.401,0.158
1890-01-01,1.836,0.401,7.647,0.458,-4.24,0.56,13.068,0.157
1890-02-01,2.516,0.373,8.668,0.564,-3.764,0.461,13.394,0.157
1890-03-01,4.21,0.377,10.474,0.404,-2.171,0.573,13.891,0.158
1890-04-01,7.739,0.357,13.672,0.64,1.641,0.408,14.875,0.153
1890-05-01,10.464,0.373,16.865,0.595,3.943,0.403,15.624,0.156
1890-06-01,12.872,0.352,18.703,0.627,6.707,0.572,16.25,0.147
1890-07-01,14.034,0.354,19.718,0.908,7.857,0.687,16.528,0.153
1890-08-01,13.266,0.352,19.325,0.67,7.147,0.407,16.427,0.148
1890-09-01,11.546,0.324,17.266,0.522,5.494,0.398,15.842,0.145
1890-10-01,9.178,0.238,14.747,0.415,3.367,0.542,15.02,0.135
1890-11-01,5.03,0.273,11.451,0.666,-1.043,0.562,13.803,0.138
1890-12-01,2.969,0.342,8.611,0.512,-2.729,0.526,13.367,0.149
1891-01-01,1.678,0.351,7.589,0.622,-4.011,0.492,13.037,0.155
1891-02-01,1.88,0.398,8.122,0.569,-4.465,0.507,13.298,0.165
1891-03-01,4.755,0.331,10.629,0.44,-1.449,0.593,14.191,0.153
1891-04-01,7.618,0.284,13.979,0.382,1.182,0.424,14.918,0.147
1891-05-01,10.785,0.388,16.645,0.453,4.317,0.385,15.844,0.162
1891-06-01,12.888,0.253,18.588,0.48,6.635,0.413,16.297,0.137
1891-07-01,13.93,0.338,19.849,0.393,7.818,0.445,16.62,0.155
1891-08-01,13.496,0.365,19.472,0.584,7.29,0.454,16.549,0.162
1891-09-01,11.763,0.264,17.649,0.614,5.704,0.342,16.07,0.14
1891-10-01,8.722,0.281,15.042,0.324,2.764,0.383,15.023,0.147
1891-11-01,5.115,0.353,11.033,0.349,-0.781,0.324,13.92,0.151
1891-12-01,3.602,0.418,9.803,0.429,-2.138,0.531,13.559,0.169
1892-01-01,2.018,0.399,7.683,0.462,-3.93,0.465,13.264,0.162
1892-02-01,2.805,0.326,9.078,0.667,-3.253,0.464,13.667,0.146
1892-03-01,4.362,0.39,10.752,0.599,-1.931,0.432,13.979,0.158
1892-04-01,7.562,0.301,13.802,0.415,1.205,0.427,14.804,0.149
1892-05-01,10.622,0.36,16.578,0.413,4.426,0.413,15.655,0.158
1892-06-01,13.263,0.279,19.003,0.463,6.86,0.322,16.303,0.149
1892-07-01,13.89,0.328,19.82,0.529,7.917,0.364,16.476,0.157
1892-08-01,13.42,0.353,19.264,0.477,7.448,0.389,16.39,0.155
1892-09-01,11.764,0.26,17.858,0.397,5.552,0.326,15.998,0.145
1892-10-01,9.29,0.268,15.08,0.388,3.347,0.388,15.126,0.147
1892-11-01,4.859,0.331,10.432,0.728,-1.014,0.469,13.732,0.156
1892-12-01,2.935,0.471,8.297,0.59,-2.847,0.452,13.196,0.19
1893-01-01,0.5,0.488,5.9,0.799,-5.345,0.48,12.702,0.186
1893-02-01,1.654,0.365,7.616,0.543,-4.558,0.497,13.23,0.161
1893-03-01,4.979,0.4,11.066,0.62,-1.252,0.368,14.111,0.163
1893-04-01,7.994,0.294,13.697,0.646,1.582,0.379,14.871,0.147
1893-05-01,10.747,0.365,16.812,0.478,4.489,0.377,15.662,0.155
1893-06-01,13.051,0.287,18.981,0.343,6.781,0.364,16.382,0.144
1893-07-01,14.318,0.339,20.005,0.426,8.102,0.387,16.788,0.155
1893-08-01,13.454,0.367,19.448,0.348,7.322,0.336,16.65,0.153
1893-09-01,11.767,0.295,17.799,0.308,5.599,0.26,15.932,0.139
1893-10-01,9.16,0.263,15.185,0.325,3.099,0.372,15.152,0.139
1893-11-01,5.902,0.281,11.701,0.326,-0.143,0.272,14.079,0.144
1893-12-01,3.155,0.399,9.03,0.429,-2.79,0.321,13.388,0.165
1894-01-01,1.691,0.372,7.41,0.567,-4.039,0.422,13.039,0.159
1894-02-01,2.923,0.354,8.898,0.534,-3.028,0.486,13.455,0.155
1894-03-01,5.118,0.398,11.086,0.439,-1.093,0.643,14.08,0.167
1894-04-01,7.663,0.355,13.793,0.498,1.472,0.371,14.794,0.156
1894-05-01,10.944,0.293,16.929,0.441,4.611,0.39,15.656,0.148
1894-06-01,12.858,0.276,18.782,0.362,6.603,0.341,16.226,0.142
1894-07-01,14.004,0.311,19.851,0.483,7.788,0.335,16.687,0.156
1894-08-01,13.488,0.364,19.326,0.373,7.364,0.35,16.565,0.151
1894-09-01,11.58,0.279,17.425,0.257,5.503,0.317,15.927,0.141
1894-10-01,9.125,0.223,15.042,0.419,2.997,0.356,15.165,0.134
1894-11-01,5.405,0.282,11.187,0.338,-0.491,0.46,14.036,0.146
1894-12-01,3.133,0.3,8.757,0.392,-2.202,0.535,13.347,0.149
1895-01-01,1.295,0.28,6.961,0.661,-4.319,0.657,13.084,0.14
1895-02-01,2,0.329,8.18,0.686,-4.026,0.534,13.303,0.153
1895-03-01,4.689,0.318,10.838,0.333,-1.594,0.389,13.989,0.157
1895-04-01,8.247,0.285,14.509,0.457,1.915,0.497,15.005,0.154
1895-05-01,10.867,0.321,16.892,0.487,4.639,0.373,15.703,0.158
1895-06-01,13.058,0.266,19.059,0.485,6.905,0.312,16.352,0.141
1895-07-01,14.053,0.312,19.614,0.563,7.875,0.382,16.716,0.153
1895-08-01,13.489,0.36,19.471,0.414,7.167,0.338,16.612,0.151
1895-09-01,11.743,0.294,17.597,0.426,5.687,0.303,15.981,0.141
1895-10-01,9.117,0.224,15.159,0.235,2.878,0.359,15.151,0.125
1895-11-01,5.744,0.268,11.42,0.49,-0.011,0.42,14.219,0.138
1895-12-01,3.462,0.334,9.232,0.32,-2.206,0.403,13.513,0.151
1896-01-01,2.291,0.392,7.924,0.637,-3.408,0.446,13.366,0.162
1896-02-01,2.707,0.288,8.447,0.504,-3.367,0.606,13.576,0.146
1896-03-01,4.279,0.302,10.469,0.35,-1.868,0.427,14.047,0.145
1896-04-01,7.33,0.347,13.586,0.531,1.225,0.372,14.895,0.16
1896-05-01,10.893,0.339,17.01,0.496,4.626,0.484,15.817,0.16
1896-06-01,13.304,0.267,19.34,0.703,6.863,0.348,16.515,0.14
1896-07-01,14.233,0.328,19.886,0.413,8.087,0.321,16.866,0.151
1896-08-01,13.624,0.369,19.572,0.384,7.275,0.367,16.762,0.157
1896-09-01,11.824,0.277,17.727,0.409,5.561,0.353,16.143,0.142
1896-10-01,9.416,0.229,15.35,0.326,3.212,0.361,15.27,0.13
1896-11-01,5.366,0.296,11.173,0.506,-0.469,0.4,14.187,0.141
1896-12-01,3.312,0.272,8.811,0.439,-2.36,0.309,13.643,0.142
1897-01-01,1.893,0.36,7.412,0.354,-3.573,0.474,13.312,0.161
1897-02-01,2.429,0.281,8.148,0.49,-3.519,0.475,13.555,0.145
1897-03-01,4.345,0.29,10.442,0.524,-2.123,0.457,14.152,0.155
1897-04-01,8.278,0.277,14.293,0.454,1.74,0.293,15.217,0.143
1897-05-01,11.377,0.306,17.251,0.411,5.068,0.457,16.02,0.145
1897-06-01,13.319,0.355,19.445,0.717,7.226,0.357,16.505,0.155
1897-07-01,14.31,0.37,20.297,0.407,8.312,0.332,16.783,0.161
1897-08-01,13.668,0.392,19.753,0.422,7.592,0.329,16.676,0.161
1897-09-01,11.925,0.254,17.918,0.269,5.901,0.281,16.068,0.133
1897-10-01,9.197,0.251,15.166,0.412,3.279,0.258,15.168,0.135
1897-11-01,5.608,0.349,11.616,0.524,-0.197,0.407,14.047,0.153
1897-12-01,3.171,0.281,8.5,0.912,-2.177,0.437,13.401,0.145
1898-01-01,2.737,0.31,8.35,0.616,-2.885,0.37,13.396,0.149
1898-02-01,2.354,0.314,8.239,0.377,-3.651,0.46,13.364,0.149
1898-03-01,3.751,0.271,10.174,0.377,-2.657,0.512,13.749,0.143
1898-04-01,7.907,0.337,14.459,0.289,1.49,0.337,14.868,0.155
1898-05-01,10.835,0.306,17.056,0.58,4.498,0.497,15.621,0.144
1898-06-01,13.395,0.421,19.452,0.561,7.067,0.4,16.393,0.164
1898-07-01,14.138,0.367,20.145,0.495,8.039,0.306,16.627,0.154
1898-08-01,13.579,0.414,19.628,0.592,7.657,0.338,16.512,0.161
1898-09-01,11.753,0.322,17.702,0.325,5.902,0.332,15.914,0.149
1898-10-01,8.828,0.247,14.69,0.364,2.831,0.336,14.915,0.131
1898-11-01,5.452,0.274,11.444,0.358,-0.359,0.35,13.933,0.139
1898-12-01,3.407,0.325,9.443,0.565,-2.096,0.42,13.351,0.144
1899-01-01,2.515,0.326,8.443,0.286,-3.262,0.517,13.306,0.147
1899-02-01,2.38,0.42,8.17,0.437,-3.442,0.361,13.399,0.167
1899-03-01,4.618,0.293,10.635,0.371,-1.567,0.306,14.003,0.143
1899-04-01,8.281,0.345,14.438,0.547,2.074,0.386,15.026,0.153
1899-05-01,11.023,0.31,17.132,0.384,4.967,0.462,15.836,0.143
1899-06-01,12.856,0.29,18.799,0.328,6.872,0.276,16.243,0.141
1899-07-01,14.159,0.333,20.168,0.521,7.953,0.341,16.689,0.15
1899-08-01,13.777,0.394,19.598,0.553,7.646,0.342,16.746,0.157
1899-09-01,12.128,0.282,18.223,0.439,5.974,0.293,16.178,0.138
1899-10-01,9.409,0.252,15.317,0.323,3.551,0.422,15.287,0.134
1899-11-01,6.605,0.31,12.417,0.249,1.063,0.431,14.455,0.144
1899-12-01,3.005,0.342,8.639,0.67,-2.668,0.433,13.412,0.153
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
